NO2,C2H5OH,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,MQ5,MP503,type
297.0,526.0,523.0,797.0,11.63,43.51,0.0,25.02,1020.97,17.81,382.27,-32.8,15.73,0.548,air
296.0,526.0,523.0,798.0,11.63,43.88,0.0,25.02,1020.96,17.81,380.54,-32.8,15.78,0.543,air
297.0,526.0,522.0,797.0,11.18,41.34,0.0,25.02,1020.97,17.8,381.4,-32.96,14.6,0.52,air
298.0,525.0,522.0,798.0,10.47,40.28,0.0,25.03,1020.98,17.81,382.27,-32.88,14.51,0.512,air
297.0,525.0,521.0,797.0,11.11,41.1,0.0,25.03,1020.96,17.81,381.19,-32.88,14.55,0.527,air
297.0,525.0,521.0,798.0,11.18,46.0,0.0,25.03,1020.98,17.81,379.47,-33.04,16.51,0.531,air
297.0,524.0,521.0,798.0,11.74,45.37,0.0,25.03,1020.98,17.8,380.11,-32.88,15.92,0.526,air
297.0,524.0,519.0,798.0,11.56,44.62,0.0,25.03,1020.97,17.81,380.11,-32.8,15.54,0.527,air
296.0,523.0,519.0,797.0,11.35,45.0,0.0,25.02,1020.96,17.8,379.26,-32.8,15.63,0.553,air
296.0,523.0,519.0,798.0,10.8,44.12,0.0,25.02,1020.97,17.8,382.05,-32.8,15.39,0.534,air
296.0,522.0,518.0,797.0,11.81,43.88,0.0,25.02,1020.96,17.8,382.92,-32.8,15.2,0.529,air
296.0,523.0,518.0,799.0,11.96,44.62,0.0,25.02,1020.96,17.8,379.69,-32.8,15.63,0.547,air
297.0,522.0,517.0,799.0,11.85,43.76,0.0,25.02,1020.96,17.8,378.83,-32.8,15.87,0.523,air
297.0,522.0,518.0,800.0,11.07,44.5,0.0,25.02,1020.97,17.81,382.49,-32.88,15.68,0.538,air
298.0,522.0,517.0,801.0,11.07,44.75,0.0,25.02,1020.97,17.81,380.76,-32.8,15.73,0.543,air
297.0,520.0,516.0,800.0,10.84,45.37,0.0,25.02,1020.96,17.8,379.9,-32.88,15.73,0.552,air
296.0,520.0,515.0,798.0,11.11,44.0,0.0,25.02,1020.97,17.82,379.9,-32.96,15.3,0.552,air
295.0,519.0,515.0,798.0,11.11,45.88,0.0,25.02,1020.97,17.82,380.33,-32.88,16.26,0.534,air
296.0,519.0,514.0,798.0,11.21,46.26,0.0,25.02,1020.97,17.82,380.11,-32.96,15.87,0.547,air
296.0,519.0,514.0,798.0,11.53,45.5,0.0,25.02,1020.98,17.81,380.33,-32.96,15.58,0.554,air
297.0,518.0,514.0,798.0,11.49,44.75,0.0,25.02,1020.98,17.81,381.19,-32.96,15.25,0.547,air
296.0,518.0,514.0,798.0,11.14,45.25,0.0,25.02,1020.98,17.8,380.54,-33.04,16.21,0.541,air
296.0,518.0,514.0,798.0,10.94,43.39,0.0,25.02,1020.99,17.8,381.62,-33.04,15.35,0.536,air
297.0,517.0,513.0,797.0,11.46,41.94,0.0,25.02,1020.98,17.8,381.84,-32.96,14.37,0.527,air
297.0,517.0,512.0,798.0,11.56,42.42,0.0,25.02,1020.99,17.8,382.7,-33.04,14.92,0.54,air
296.0,516.0,512.0,797.0,11.7,45.25,0.0,25.02,1020.99,17.8,382.05,-33.13,16.07,0.54,air
296.0,516.0,512.0,798.0,10.84,45.5,0.0,25.02,1021.0,17.79,382.05,-33.13,16.17,0.546,air
295.0,515.0,511.0,796.0,11.25,47.03,0.0,25.02,1021.0,17.79,383.14,-33.21,16.12,0.53,air
295.0,515.0,510.0,796.0,10.8,44.87,0.0,25.03,1021.01,17.79,381.19,-33.21,15.73,0.525,air
302.0,520.0,517.0,803.0,11.01,44.0,0.0,25.03,1021.0,17.78,380.11,-33.13,15.25,0.543,air
307.0,525.0,521.0,815.0,11.7,44.75,0.0,25.03,1021.0,17.78,382.49,-33.21,15.68,0.543,air
307.0,524.0,521.0,821.0,11.28,46.26,0.0,25.03,1021.01,17.78,383.14,-33.13,15.92,0.546,air
307.0,524.0,521.0,822.0,11.78,44.12,0.0,25.03,1021.0,17.77,381.19,-33.21,15.92,0.525,air
305.0,524.0,519.0,820.0,11.85,43.88,0.0,25.02,1021.01,17.77,379.69,-33.21,15.78,0.535,air
303.0,520.0,517.0,816.0,11.25,43.76,0.0,25.02,1021.01,17.76,381.62,-33.29,15.25,0.532,air
301.0,518.0,514.0,811.0,11.78,44.25,0.0,25.03,1021.03,17.76,380.11,-33.29,15.16,0.545,air
299.0,518.0,513.0,807.0,11.7,44.37,0.0,25.02,1021.02,17.76,381.19,-33.29,15.11,0.527,air
298.0,516.0,512.0,805.0,11.92,44.12,0.0,25.03,1021.02,17.75,381.4,-33.29,15.39,0.521,air
297.0,515.0,511.0,802.0,11.01,44.25,0.0,25.03,1021.02,17.76,379.69,-33.38,15.58,0.548,air
297.0,515.0,510.0,801.0,11.92,44.37,0.0,25.03,1021.04,17.77,381.62,-33.46,15.63,0.538,air
296.0,514.0,509.0,801.0,11.92,42.66,0.0,25.03,1021.04,17.77,379.05,-33.46,14.69,0.537,air
295.0,514.0,509.0,800.0,12.07,44.25,0.0,25.03,1021.04,17.77,380.54,-33.46,15.44,0.529,air
295.0,513.0,508.0,800.0,11.56,43.76,0.0,25.03,1021.04,17.76,380.54,-33.54,15.44,0.541,air
294.0,512.0,507.0,799.0,11.35,43.63,0.0,25.03,1021.05,17.76,380.54,-33.54,15.49,0.527,air
295.0,512.0,507.0,798.0,11.28,44.0,0.0,25.03,1021.04,17.76,379.69,-33.54,14.83,0.545,air
296.0,511.0,506.0,799.0,10.94,42.9,0.0,25.03,1021.04,17.76,380.54,-33.54,14.65,0.516,air
297.0,511.0,506.0,799.0,11.39,42.78,0.0,25.03,1021.05,17.76,381.62,-33.62,14.6,0.545,air
297.0,512.0,507.0,799.0,10.8,42.66,0.0,25.03,1021.06,17.75,380.11,-33.71,14.65,0.526,air
296.0,511.0,505.0,799.0,10.97,41.7,0.0,25.03,1021.06,17.76,378.41,-33.71,14.37,0.527,air
296.0,512.0,506.0,800.0,10.63,40.4,0.0,25.03,1021.07,17.76,380.11,-33.71,13.92,0.529,air
296.0,511.0,505.0,801.0,11.11,42.3,0.0,25.03,1021.07,17.76,378.62,-33.71,14.55,0.531,air
399.0,584.0,571.0,825.0,11.07,42.78,0.0,25.06,1021.06,18.17,27.6,-33.54,14.88,0.527,nutmeg
381.0,582.0,569.0,837.0,10.94,43.88,0.0,25.06,1021.05,18.19,27.4,-33.54,14.97,0.53,nutmeg
366.0,579.0,567.0,834.0,10.77,43.39,0.0,25.07,1021.04,18.21,29.43,-33.38,15.02,0.527,nutmeg
477.0,666.0,565.0,840.0,11.78,42.9,0.0,25.08,1021.02,18.22,32.91,-33.38,15.25,0.535,nutmeg
544.0,738.0,582.0,879.0,11.56,43.51,0.0,25.09,1021.02,18.24,37.4,-33.29,14.78,0.527,nutmeg
560.0,753.0,605.0,893.0,11.35,44.87,0.0,25.09,1021.02,18.25,41.77,-33.21,15.44,0.527,nutmeg
523.0,748.0,608.0,882.0,10.73,42.66,0.0,25.1,1021.0,18.28,44.73,-33.13,14.88,0.508,nutmeg
483.0,740.0,605.0,870.0,11.49,40.87,0.0,25.1,1021.0,18.32,40.57,-33.04,14.42,0.507,nutmeg
449.0,732.0,602.0,859.0,10.47,42.18,0.0,25.11,1020.99,18.34,34.81,-32.88,14.42,0.529,nutmeg
422.0,724.0,598.0,850.0,11.39,44.0,0.0,25.11,1020.98,18.36,31.99,-32.8,14.92,0.547,nutmeg
400.0,717.0,595.0,843.0,11.18,42.78,0.0,25.12,1020.96,18.37,31.56,-32.8,14.92,0.543,nutmeg
384.0,710.0,592.0,838.0,10.73,43.51,0.0,25.13,1020.96,18.38,34.08,-32.71,14.83,0.508,nutmeg
371.0,703.0,589.0,832.0,11.18,41.46,0.0,25.14,1020.95,18.37,39.03,-32.63,14.42,0.532,nutmeg
361.0,698.0,585.0,829.0,11.53,42.9,0.0,25.14,1020.94,18.37,40.64,-32.71,14.88,0.516,nutmeg
352.0,693.0,584.0,829.0,11.18,43.27,0.0,25.15,1020.95,18.36,36.56,-32.71,14.78,0.54,nutmeg
346.0,687.0,582.0,826.0,11.11,42.18,0.0,25.16,1020.94,18.38,32.19,-32.63,14.55,0.519,nutmeg
340.0,682.0,579.0,824.0,11.56,43.39,0.0,25.16,1020.94,18.39,28.34,-32.63,14.83,0.535,nutmeg
337.0,679.0,577.0,823.0,11.39,41.94,0.0,25.17,1020.95,18.43,24.57,-32.71,14.65,0.525,nutmeg
333.0,674.0,577.0,822.0,11.14,42.9,0.0,25.17,1020.95,18.46,20.18,-32.71,14.83,0.527,nutmeg
329.0,670.0,575.0,822.0,11.18,42.9,0.0,25.18,1020.95,18.47,19.04,-32.63,14.78,0.527,nutmeg
326.0,666.0,573.0,820.0,11.18,42.54,0.0,25.19,1020.95,18.49,19.09,-32.71,14.92,0.53,nutmeg
323.0,662.0,570.0,819.0,11.18,42.06,0.0,25.2,1020.94,18.48,20.34,-32.63,14.69,0.525,nutmeg
320.0,658.0,569.0,817.0,11.25,42.9,0.0,25.2,1020.95,18.48,21.18,-32.63,15.02,0.527,nutmeg
317.0,655.0,567.0,816.0,11.74,43.27,0.0,25.21,1020.94,18.48,22.37,-32.63,14.51,0.535,nutmeg
316.0,651.0,565.0,814.0,11.14,43.02,0.0,25.21,1020.95,18.46,24.33,-32.71,14.92,0.527,nutmeg
314.0,648.0,563.0,812.0,11.78,41.82,0.0,25.22,1020.95,18.45,24.96,-32.71,14.65,0.527,nutmeg
312.0,645.0,561.0,812.0,11.35,41.94,0.0,25.23,1020.95,18.44,27.49,-32.71,14.74,0.536,nutmeg
597.0,644.0,560.0,811.0,11.53,41.46,0.0,25.24,1020.95,18.43,31.75,-32.71,14.28,0.529,nutmeg
686.0,680.0,561.0,824.0,11.74,44.87,0.0,25.26,1020.96,18.39,36.12,-32.71,15.49,0.531,nutmeg
646.0,686.0,560.0,828.0,12.07,45.37,0.0,25.26,1020.95,18.35,38.64,-32.63,15.92,0.548,nutmeg
593.0,683.0,558.0,825.0,11.7,44.75,0.0,25.27,1020.94,18.33,41.36,-32.55,15.68,0.54,nutmeg
545.0,678.0,557.0,821.0,11.42,45.12,0.0,25.28,1020.93,18.31,45.56,-32.55,15.97,0.542,nutmeg
506.0,673.0,556.0,819.0,12.07,44.87,0.0,25.28,1020.94,18.27,50.46,-32.63,15.58,0.546,nutmeg
476.0,669.0,555.0,818.0,11.01,43.02,0.0,25.29,1020.93,18.23,56.85,-32.63,15.44,0.525,nutmeg
451.0,665.0,554.0,819.0,11.42,43.76,0.0,25.3,1020.92,18.22,63.29,-32.47,15.39,0.547,nutmeg
430.0,662.0,553.0,819.0,11.56,44.62,0.0,25.31,1020.93,18.18,68.92,-32.47,14.97,0.534,nutmeg
413.0,657.0,551.0,818.0,11.21,44.0,0.0,25.32,1020.92,18.16,73.68,-32.47,15.06,0.535,nutmeg
399.0,654.0,550.0,815.0,11.56,44.0,0.0,25.32,1020.93,18.16,77.68,-32.55,15.63,0.527,nutmeg
387.0,651.0,548.0,815.0,11.18,44.12,0.0,25.33,1020.93,18.15,82.22,-32.47,14.97,0.521,nutmeg
376.0,647.0,546.0,813.0,11.88,41.7,0.0,25.33,1020.92,18.15,88.7,-32.47,14.6,0.527,nutmeg
368.0,643.0,545.0,811.0,11.42,45.12,0.0,25.34,1020.91,18.12,94.64,-32.47,14.97,0.521,nutmeg
359.0,640.0,543.0,810.0,11.92,45.25,0.0,25.34,1020.92,18.12,99.38,-32.47,15.82,0.546,nutmeg
354.0,637.0,542.0,809.0,11.18,45.62,0.0,25.35,1020.92,18.1,96.87,-32.55,15.92,0.526,nutmeg
348.0,635.0,541.0,809.0,11.21,45.88,0.0,25.36,1020.93,18.08,94.33,-32.55,15.63,0.52,nutmeg
347.0,635.0,539.0,810.0,11.35,44.62,0.0,25.37,1020.93,18.05,96.54,-32.55,15.78,0.535,nutmeg
342.0,633.0,538.0,810.0,11.35,43.76,0.0,25.37,1020.93,18.03,99.79,-32.71,14.78,0.531,nutmeg
351.0,632.0,537.0,810.0,11.18,41.22,0.0,25.38,1020.94,18.03,103.53,-32.71,14.42,0.513,nutmeg
373.0,634.0,538.0,813.0,10.97,42.9,0.0,25.39,1020.95,18.01,108.59,-32.71,14.69,0.529,nutmeg
391.0,637.0,540.0,815.0,11.78,42.18,0.0,25.39,1020.94,18.0,114.1,-32.71,14.46,0.512,nutmeg
408.0,639.0,542.0,817.0,11.78,43.51,0.0,25.4,1020.96,18.0,118.09,-32.8,14.28,0.527,nutmeg
411.0,640.0,544.0,817.0,11.7,45.5,0.0,25.4,1020.96,17.99,123.54,-32.8,15.63,0.54,nutmeg
619.0,766.0,724.0,855.0,49.33,45.75,0.0,25.32,1021.02,17.65,248.82,-33.29,15.58,0.736,orange
644.0,782.0,722.0,855.0,55.49,44.25,0.0,25.31,1021.01,17.64,251.46,-33.21,15.25,0.756,orange
661.0,797.0,721.0,861.0,57.1,44.75,0.0,25.31,1021.0,17.63,256.12,-33.13,15.16,0.734,orange
706.0,811.0,740.0,871.0,60.7,45.5,0.0,25.3,1021.01,17.62,258.71,-33.13,15.68,0.751,orange
767.0,837.0,775.0,896.0,60.96,46.13,0.0,25.3,1021.01,17.62,258.31,-33.21,16.12,0.773,orange
806.0,871.0,802.0,907.0,62.98,46.77,0.0,25.3,1021.01,17.6,256.32,-33.13,16.36,0.795,orange
801.0,873.0,817.0,909.0,84.01,46.51,0.0,25.3,1021.01,17.59,254.35,-33.21,16.12,0.844,orange
752.0,862.0,813.0,896.0,103.49,47.03,0.0,25.29,1021.02,17.59,254.94,-33.29,16.12,0.879,orange
718.0,858.0,806.0,886.0,126.88,47.68,0.0,25.28,1021.02,17.57,257.91,-33.21,16.36,0.935,orange
852.0,900.0,832.0,929.0,135.74,45.12,0.0,25.27,1021.02,17.57,262.19,-33.21,16.12,0.924,orange
862.0,906.0,856.0,942.0,141.4,46.77,0.0,25.26,1021.02,17.57,264.7,-33.21,16.26,0.927,orange
844.0,905.0,868.0,945.0,141.4,44.12,0.0,25.26,1021.02,17.56,266.83,-33.21,15.49,0.938,orange
796.0,895.0,861.0,934.0,137.13,45.88,0.0,25.26,1021.01,17.56,270.09,-33.21,15.2,0.93,orange
765.0,888.0,853.0,926.0,121.29,45.25,0.0,25.26,1021.01,17.55,256.91,-33.21,16.02,0.906,orange
824.0,900.0,865.0,940.0,111.71,46.26,0.0,25.26,1021.01,17.56,236.41,-33.13,15.92,0.906,orange
861.0,916.0,882.0,950.0,116.41,45.88,0.0,25.27,1021.0,17.57,221.27,-33.13,16.02,0.966,orange
890.0,930.0,898.0,957.0,127.93,47.29,0.0,25.27,1021.0,17.58,215.39,-33.13,15.97,1.004,orange
892.0,944.0,905.0,966.0,168.11,44.25,0.0,25.27,1021.01,17.59,215.39,-33.21,15.39,0.996,orange
886.0,942.0,910.0,969.0,201.44,44.25,0.0,25.27,1021.0,17.61,218.07,-33.13,15.2,1.038,orange
883.0,939.0,911.0,968.0,213.68,44.12,0.0,25.27,1021.01,17.62,222.46,-33.21,15.16,1.164,orange
871.0,934.0,913.0,964.0,229.46,44.62,0.0,25.28,1021.01,17.64,226.56,-33.04,15.39,1.336,orange
868.0,931.0,915.0,961.0,246.45,45.88,0.0,25.28,1021.0,17.66,225.95,-33.13,15.35,1.425,orange
866.0,928.0,916.0,959.0,262.04,46.64,0.0,25.29,1020.99,17.68,228.43,-33.04,15.63,1.513,orange
854.0,925.0,916.0,957.0,263.12,48.33,0.0,25.29,1021.0,17.71,225.64,-33.04,16.31,1.565,orange
831.0,917.0,913.0,950.0,256.21,47.94,0.0,25.29,1021.0,17.74,220.83,-33.13,16.07,1.53,orange
811.0,912.0,910.0,947.0,231.34,47.68,0.0,25.29,1020.99,17.77,211.68,-33.04,15.87,1.521,orange
814.0,910.0,908.0,943.0,192.63,47.16,0.0,25.29,1020.98,17.8,205.39,-33.04,15.73,1.664,orange
807.0,907.0,904.0,940.0,176.51,45.88,0.0,25.29,1021.0,17.83,203.25,-33.04,15.54,1.763,orange
793.0,903.0,900.0,936.0,150.92,47.03,0.0,25.29,1021.0,17.84,199.58,-33.04,15.58,1.818,orange
786.0,902.0,895.0,937.0,136.57,44.75,0.0,25.29,1020.99,17.85,203.0,-32.96,14.88,1.77,orange
782.0,901.0,890.0,935.0,128.45,47.42,0.0,25.29,1020.99,17.86,203.75,-33.13,15.58,1.718,orange
768.0,897.0,887.0,930.0,111.94,47.42,0.0,25.29,1021.01,17.85,206.79,-33.21,15.87,1.643,orange
743.0,891.0,881.0,922.0,105.0,44.62,0.0,25.29,1021.01,17.85,210.07,-33.21,14.78,1.578,orange
720.0,884.0,875.0,915.0,89.65,46.9,0.0,25.29,1021.01,17.83,214.83,-33.13,15.35,1.547,orange
705.0,878.0,871.0,912.0,81.91,45.0,0.0,25.29,1021.01,17.82,219.23,-33.21,15.82,1.463,orange
684.0,873.0,866.0,909.0,77.37,44.75,0.0,25.3,1021.02,17.82,225.95,-33.21,15.2,1.426,orange
664.0,868.0,860.0,905.0,71.66,45.37,0.0,25.3,1021.02,17.8,231.79,-33.38,14.97,1.364,orange
650.0,862.0,856.0,900.0,66.05,45.12,0.0,25.3,1021.03,17.79,228.12,-33.29,14.83,1.327,orange
682.0,859.0,850.0,897.0,62.58,45.37,0.0,25.3,1021.02,17.79,217.08,-33.21,15.06,1.3,orange
792.0,873.0,853.0,913.0,59.0,45.37,0.0,25.3,1021.02,17.8,195.81,-33.21,15.44,1.238,orange
806.0,880.0,861.0,920.0,55.36,43.63,0.0,25.31,1021.01,17.81,179.71,-33.13,15.06,1.208,orange
806.0,883.0,871.0,923.0,50.1,45.12,0.0,25.3,1021.0,17.81,173.43,-33.04,15.06,1.2,orange
811.0,888.0,878.0,927.0,48.78,44.87,0.0,25.3,1020.99,17.8,175.78,-33.04,14.83,1.153,orange
808.0,890.0,882.0,930.0,46.1,42.54,0.0,25.3,1021.0,17.8,180.67,-33.13,14.51,1.125,orange
777.0,891.0,878.0,929.0,45.59,42.06,0.0,25.3,1021.01,17.79,188.26,-33.13,14.6,1.094,orange
734.0,885.0,871.0,920.0,42.28,43.63,0.0,25.3,1021.0,17.77,190.64,-33.04,14.65,1.082,orange
697.0,876.0,863.0,910.0,39.55,43.76,0.0,25.29,1020.99,17.77,187.41,-33.04,14.69,1.077,orange
675.0,868.0,858.0,904.0,39.18,44.0,0.0,25.28,1020.99,17.77,185.42,-33.04,14.92,1.066,orange
652.0,861.0,851.0,898.0,37.75,43.51,0.0,25.28,1021.0,17.76,186.56,-33.13,14.92,1.02,orange
633.0,855.0,845.0,892.0,37.31,43.76,0.0,25.27,1020.99,17.75,186.35,-33.04,14.97,1.007,orange
618.0,849.0,839.0,887.0,36.79,43.63,0.0,25.27,1021.0,17.77,135.87,-33.04,15.16,0.994,orange
606.0,844.0,835.0,883.0,33.78,44.12,0.0,25.26,1020.99,17.81,112.65,-33.04,15.11,0.993,orange
371.0,590.0,565.0,804.0,10.47,48.33,0.0,25.09,1021.29,17.48,341.89,-35.52,14.88,0.529,air
370.0,590.0,565.0,803.0,10.14,47.94,0.0,25.09,1021.29,17.49,342.59,-35.52,14.74,0.547,air
367.0,590.0,564.0,804.0,10.21,48.99,0.0,25.09,1021.28,17.49,341.18,-35.44,14.46,0.542,air
372.0,593.0,568.0,807.0,10.17,47.42,0.0,25.08,1021.28,17.48,343.3,-35.44,14.55,0.53,air
373.0,594.0,570.0,815.0,10.63,47.94,0.0,25.08,1021.28,17.48,344.01,-35.44,14.28,0.538,air
368.0,591.0,567.0,811.0,10.57,47.55,0.0,25.08,1021.28,17.49,343.66,-35.44,14.46,0.547,air
369.0,590.0,565.0,808.0,10.14,47.94,0.0,25.08,1021.27,17.47,344.37,-35.44,13.75,0.558,air
370.0,589.0,564.0,807.0,10.67,47.55,0.0,25.08,1021.27,17.46,344.01,-35.44,14.46,0.527,air
370.0,589.0,564.0,806.0,10.94,47.55,0.0,25.08,1021.28,17.46,343.66,-35.44,14.37,0.551,air
370.0,588.0,564.0,805.0,10.87,48.2,0.0,25.08,1021.27,17.47,344.01,-35.44,14.69,0.536,air
369.0,588.0,563.0,805.0,10.14,47.68,0.0,25.08,1021.27,17.46,345.81,-35.44,14.6,0.536,air
368.0,588.0,563.0,805.0,10.43,47.94,0.0,25.08,1021.27,17.46,346.17,-35.44,14.46,0.536,air
366.0,588.0,563.0,805.0,9.95,47.29,0.0,25.08,1021.28,17.46,347.26,-35.52,14.28,0.53,air
366.0,588.0,562.0,805.0,10.17,47.68,0.0,25.08,1021.27,17.45,345.45,-35.36,14.65,0.527,air
366.0,587.0,561.0,805.0,10.67,48.46,0.0,25.08,1021.28,17.45,344.73,-35.44,14.74,0.547,air
365.0,587.0,562.0,804.0,10.21,47.81,0.0,25.08,1021.27,17.45,347.26,-35.44,14.37,0.529,air
365.0,587.0,561.0,804.0,10.63,47.16,0.0,25.08,1021.28,17.44,343.3,-35.44,14.19,0.527,air
366.0,586.0,561.0,805.0,10.14,47.29,0.0,25.08,1021.28,17.45,345.81,-35.36,14.51,0.553,air
367.0,585.0,561.0,804.0,10.27,47.81,0.0,25.09,1021.27,17.44,346.53,-35.36,14.06,0.538,air
367.0,586.0,561.0,804.0,10.11,47.29,0.0,25.09,1021.26,17.45,344.73,-35.28,14.51,0.529,air
367.0,585.0,561.0,804.0,10.11,47.42,0.0,25.09,1021.25,17.43,345.81,-35.28,14.37,0.527,air
365.0,585.0,561.0,804.0,10.21,46.77,0.0,25.09,1021.25,17.43,343.66,-35.19,14.51,0.54,air
365.0,584.0,561.0,804.0,9.89,46.39,0.0,25.09,1021.26,17.43,343.66,-35.28,14.46,0.546,air
365.0,584.0,560.0,804.0,10.05,47.68,0.0,25.09,1021.26,17.43,342.24,-35.28,14.24,0.558,air
366.0,584.0,561.0,804.0,9.82,47.29,0.0,25.09,1021.25,17.43,344.37,-35.28,14.46,0.554,air
366.0,584.0,560.0,804.0,10.5,47.81,0.0,25.09,1021.26,17.44,344.37,-35.28,14.65,0.556,air
366.0,584.0,560.0,804.0,10.7,48.33,0.0,25.09,1021.25,17.42,343.3,-35.28,14.88,0.535,air
367.0,584.0,560.0,804.0,10.11,48.99,0.0,25.09,1021.25,17.42,344.37,-35.28,14.65,0.536,air
368.0,584.0,560.0,804.0,10.11,47.81,0.0,25.09,1021.26,17.42,344.37,-35.19,14.74,0.521,air
368.0,584.0,560.0,805.0,10.17,48.33,0.0,25.09,1021.25,17.44,345.45,-35.19,14.51,0.559,air
366.0,584.0,559.0,804.0,10.3,48.59,0.0,25.09,1021.25,17.43,345.45,-35.28,14.55,0.559,air
365.0,584.0,558.0,804.0,9.7,48.2,0.0,25.08,1021.26,17.45,344.73,-35.36,15.02,0.559,air
364.0,585.0,558.0,805.0,9.67,47.68,0.0,25.08,1021.27,17.44,345.09,-35.36,14.69,0.552,air
363.0,584.0,558.0,805.0,10.11,48.33,0.0,25.08,1021.27,17.44,344.37,-35.36,14.51,0.567,air
364.0,585.0,559.0,806.0,10.47,48.07,0.0,25.08,1021.27,17.44,345.09,-35.36,14.46,0.534,air
365.0,586.0,559.0,809.0,10.11,48.85,0.0,25.09,1021.27,17.45,342.24,-35.36,14.6,0.558,air
365.0,585.0,559.0,811.0,10.08,49.65,0.0,25.09,1021.27,17.46,342.24,-35.36,14.55,0.551,air
366.0,586.0,560.0,812.0,10.34,48.2,0.0,25.09,1021.27,17.5,341.89,-35.36,14.74,0.536,air
368.0,586.0,560.0,815.0,10.3,48.07,0.0,25.09,1021.26,17.52,340.83,-35.28,14.6,0.521,air
365.0,585.0,559.0,815.0,10.34,48.07,0.0,25.09,1021.26,17.59,338.4,-35.28,14.65,0.527,air
363.0,585.0,558.0,812.0,10.47,47.29,0.0,25.09,1021.27,17.65,337.37,-35.36,14.33,0.543,air
362.0,584.0,557.0,811.0,10.57,47.68,0.0,25.09,1021.27,17.7,338.75,-35.44,14.51,0.551,air
363.0,584.0,557.0,809.0,9.98,47.55,0.0,25.09,1021.28,17.75,338.75,-35.44,14.42,0.541,air
364.0,584.0,557.0,809.0,10.11,47.55,0.0,25.09,1021.28,17.78,338.4,-35.44,14.46,0.547,air
365.0,584.0,557.0,809.0,9.92,47.68,0.0,25.09,1021.28,17.79,338.06,-35.44,14.46,0.521,air
364.0,583.0,556.0,808.0,10.27,47.03,0.0,25.09,1021.28,17.81,341.54,-35.36,14.51,0.53,air
362.0,582.0,556.0,807.0,10.14,47.55,0.0,25.09,1021.27,17.82,340.14,-35.28,14.46,0.519,air
363.0,583.0,556.0,806.0,9.92,47.29,0.0,25.09,1021.26,17.82,339.44,-35.36,14.1,0.553,air
364.0,582.0,556.0,806.0,10.11,47.94,0.0,25.09,1021.26,17.82,341.89,-35.36,14.6,0.564,air
365.0,582.0,555.0,806.0,10.11,49.65,0.0,25.09,1021.27,17.8,342.59,-35.36,14.83,0.554,air
366.0,582.0,555.0,806.0,10.11,48.59,0.0,25.1,1021.26,17.79,342.24,-35.28,14.78,0.538,air
368.0,581.0,556.0,807.0,9.98,48.07,0.0,25.09,1021.26,17.77,342.24,-35.28,14.83,0.554,air
368.0,581.0,556.0,806.0,9.79,48.99,0.0,25.09,1021.26,17.75,343.3,-35.28,14.88,0.556,air
366.0,581.0,556.0,806.0,10.8,49.65,0.0,25.09,1021.26,17.74,344.73,-35.28,15.06,0.549,air
365.0,581.0,556.0,805.0,10.43,49.39,0.0,25.09,1021.26,17.71,342.95,-35.28,14.51,0.559,air
363.0,581.0,556.0,805.0,10.47,47.81,0.0,25.09,1021.27,17.71,343.3,-35.36,15.02,0.531,air
363.0,580.0,555.0,804.0,9.67,48.33,0.0,25.09,1021.26,17.69,344.01,-35.28,14.01,0.547,air
361.0,580.0,556.0,804.0,10.5,48.72,0.0,25.09,1021.26,17.68,345.09,-35.36,14.74,0.548,air
361.0,579.0,556.0,804.0,10.34,49.12,0.0,25.09,1021.27,17.66,343.66,-35.36,14.51,0.537,air
363.0,579.0,556.0,805.0,9.79,48.46,0.0,25.09,1021.26,17.64,341.89,-35.28,14.78,0.53,air
364.0,579.0,555.0,804.0,10.11,47.68,0.0,25.09,1021.26,17.62,343.66,-35.36,14.51,0.541,air
364.0,578.0,555.0,804.0,10.21,48.07,0.0,25.09,1021.27,17.61,344.73,-35.36,14.46,0.538,air
364.0,578.0,555.0,804.0,10.11,47.55,0.0,25.09,1021.26,17.6,342.95,-35.28,14.15,0.526,air
362.0,578.0,554.0,804.0,10.47,46.64,0.0,25.09,1021.26,17.59,344.37,-35.28,14.06,0.525,air
362.0,578.0,555.0,804.0,10.01,47.68,0.0,25.09,1021.26,17.58,344.37,-35.28,14.37,0.534,air
361.0,578.0,554.0,804.0,10.47,46.51,0.0,25.09,1021.26,17.57,344.73,-35.28,14.15,0.527,air
360.0,578.0,553.0,805.0,10.47,46.39,0.0,25.09,1021.27,17.56,345.09,-35.28,13.7,0.547,air
358.0,577.0,553.0,804.0,10.14,47.03,0.0,25.1,1021.27,17.55,345.09,-35.36,14.24,0.527,air
359.0,577.0,552.0,804.0,10.53,46.51,0.0,25.1,1021.27,17.54,343.3,-35.36,14.06,0.53,air
359.0,577.0,552.0,803.0,9.67,46.39,0.0,25.1,1021.27,17.54,346.17,-35.36,14.1,0.521,air
358.0,577.0,552.0,804.0,9.6,46.77,0.0,25.1,1021.28,17.54,345.09,-35.36,14.01,0.547,air
358.0,576.0,552.0,804.0,10.08,47.29,0.0,25.09,1021.27,17.53,345.81,-35.36,14.19,0.543,air
357.0,576.0,551.0,804.0,10.73,47.81,0.0,25.09,1021.27,17.52,347.26,-35.36,14.37,0.535,air
